statement,source,link,veracity,text,class
"Says of 80,000 people who were denied a firearm in 2012 due to a failed background check, only 44 were prosecuted.",Kelly  Ayotte,/web/20180119173314/http://www.politifact.com/new-hampshire/statements/2013/mar/22/kelly-ayotte/most-people-trying-buy-gun-illegally-us-senator-ke/,Mostly True,say 80 000 people deny firearm 2012 fail background check 44 prosecute,1
"In 2008, ""only 54 percent of Latinos in Texas were registered to vote and only 35 percent actually turned out.""",Battleground Texas,/web/20180119173314/http://www.politifact.com/texas/statements/2013/mar/22/battleground-texas/battleground-texas-says-54-percent-texas-latinos-r/,Mostly True,2008 54 percent latinos texas register vote 35 percent actually turn ,1
"""The hole in the earth that’s going to be dug (for the proposed Gogebic mine) is bigger than my entire district.""",Evan Goyke,/web/20180119173314/http://www.politifact.com/wisconsin/statements/2013/mar/22/evan-goyke/wisconsin-rep-evan-goyke-says-proposed-gogebic-min/,True, hole earth go dig propose gogebic big entire district ,1
"Georgia loses ""millions of dollars of revenue because people go out of state to buy fireworks.""",Jeff Mullis,/web/20180119173325/http://www.politifact.com/georgia/statements/2013/mar/22/jeff-mullis/lawmaker-says-georgia-loses-out-fireworks-revenue/,Mostly True,georgia lose million dollar revenue people state buy firework ,1
"""Under Gov. Kasich, Ohio wages have increased by $10.3 billion.""",John Kasich,/web/20180119173325/http://www.politifact.com/ohio/statements/2013/mar/21/john-kasich/gov-john-kasich-says-ohio-wages-are-more-10-billio/,True, gov kasich ohio wage increase 10 3 billion ,1
"""We have a federal government that thinks they have the authority to regulate our toilet seats.""",Ted Cruz,/web/20180119173325/http://www.politifact.com/truth-o-meter/statements/2013/mar/21/ted-cruz/sen-ted-cruz-says-federal-government-thinks-it-has/,True, federal government think authority regulate toilet seat ,1
"""In the last two years, we have reduced the deficit by $2.5 trillion.""",Harry Reid,/web/20180119173325/http://www.politifact.com/truth-o-meter/statements/2013/mar/21/harry-reid/harry-reid-says-deficit-has-been-reduced-25-trilli/,False, year reduce deficit 2 5 trillion ,0
"Says Houston is ""home to more doctors, more nurses, more researchers than any other place in the world.""",Rick Perry,/web/20180119173325/http://www.politifact.com/texas/statements/2013/mar/21/rick-perry/rick-perry-says-houston-home-most-doctors-nurses-a/,False,say houston home doctor nurse researcher place world ,0
Says bag litter increased after San Francisco banned single-use shopping bags.,Drew Springer,/web/20180119173325/http://www.politifact.com/texas/statements/2013/mar/20/drew-springer/drew-springer-says-bag-litter-increased-after-san-/,Mostly False,say bag litter increase san francisco ban single use shopping bag,0
"""Scientists tell us that we could have a cure in 10 years for Alzheimer's"" were it not for ""overzealous regulators, excessive taxation and greedy litigators.""",Michele Bachmann,/web/20180119173325/http://www.politifact.com/truth-o-meter/statements/2013/mar/20/michele-bachmann/michele-bachmann-said-alzheimers-disease-could-be-/,Pants on Fire!, scientist tell cure 10 year alzheimer s overzealous regulator excessive taxation greedy litigator ,0
"""Seven of the 10 highest-income counties in the country ring the city"" of Washington D.C.",Sarah Palin,/web/20180119173325/http://www.politifact.com/truth-o-meter/statements/2013/mar/20/sarah-palin/sarah-palin-says-dc-home-highest-income-counties/,True, seven 10 high income county country re city washington d c,1
"Says Virginia, Florida and Georgia are the three states that are the principal source for gun trafficking.",Jim Moran,/web/20180119173325/http://www.politifact.com/georgia/statements/2013/mar/20/jim-moran/congressman-says-3-states-lead-nation-gun-traffick/,Mostly True,say virginia florida georgia state principal source gun trafficking,1
"""In the United States, 50 percent of social services are provided by the Catholic church.""",Frank Keating,/web/20180119173325/http://www.politifact.com/truth-o-meter/statements/2013/mar/19/frank-keating/does-catholic-church-provide-half-social-services-/,False, united states 50 percent social service provide catholic church ,0
"Of every ""three dollars in food stamps for the needy, seven dollars in salaries and pensions (go to) the bureaucrats who are supposed to be taking care of the poor.""",Michele Bachmann,/web/20180119173325/http://www.politifact.com/truth-o-meter/statements/2013/mar/19/michele-bachmann/michele-bachmann-says-70-percent-food-stamp-fundin/,Pants on Fire!, dollar food stamp needy seven dollar salary pension bureaucrat suppose take care poor ,0
"""Nearly 25 percent of all automobile accidents are caused by texting while driving.""",Doug Holder,/web/20180119173325/http://www.politifact.com/florida/statements/2013/mar/19/doug-holder/rep-doug-holders-texting-while-driving-stat-too-hi/,Mostly False, nearly 25 percent automobile accident cause texting drive ,0
"U.S. Rep. Scott Rigell ""wants gun owners in a federal registration system.""",National Association for Gun Rights,/web/20180119173325/http://www.politifact.com/virginia/statements/2013/mar/18/national-association-gun-rights/national-association-gun-rights-says-rep-scott-rig/,Pants on Fire!,u s rep scott rigell want gun owner federal registration system ,0
"""The incidents of threats against (President Barack Obama) are greater than for any other president in modern times.""",Julian Bond,/web/20180119173325/http://www.politifact.com/georgia/statements/2013/mar/18/julian-bond/no-concrete-evidence-support-claim/,False, incident threat president barack obama great president modern time ,0
"""Taxes and fees amount to about 20 percent of a typical $300 round-trip domestic ticket. That’s higher than taxes on products like alcohol, tobacco and firearms.""",Gary Kelly,/web/20180119173325/http://www.politifact.com/wisconsin/statements/2013/mar/17/gary-kelly/southwest-airlines-ceo-says-federal-taxes-flight-a/,Mostly True, taxis fee 20 percent typical 300 round trip domestic ticket high taxis product like alcohol tobacco firearm ,1
"""There is no clinical evidence that vaccinating healthcare workers protects patients.""",SEIU,/web/20180119173325/http://www.politifact.com/rhode-island/statements/2013/mar/17/service-employees-international-union-committee-po/seiu-district-1199-says-theres-no-clinical-evidenc/,False, clinical evidence vaccinate healthcare worker protect patient ,0
"Says indoor workers get ""less UV than outdoor workers, but they get more melanomas.""",Joseph Levy,/web/20180119173327/http://www.politifact.com/oregon/statements/2013/mar/16/joseph-levy/are-indoor-workers-more-likely-get-melanoma-despit/,Mostly False,say indoor worker uv outdoor worker melanoma ,0
"""The Chinese government provides their people no access to the Internet.""",Marco Rubio,/web/20180119173327/http://www.politifact.com/florida/statements/2013/mar/15/marco-rubio/marco-rubio-says-chinese-government-provides-no-ac/,Mostly False, chinese government provide people access internet ,0
"Says the federal government is supporting a study in Hawaii to ""develop a menu for when we colonize Mars.""",Rand Paul,/web/20180119173327/http://www.politifact.com/truth-o-meter/statements/2013/mar/15/rand-paul/rand-paul-mocks-federally-funded-study-menus-astro/,Mostly True,say federal government support study hawaii develop menu colonize mar ,1
"Says president is ‘spending $2.2 billion to give away ""ObamaPhones."" ’",Steve Stockman,/web/20180119173327/http://www.politifact.com/texas/statements/2013/mar/15/steve-stockman/steve-stockman-says-president-spending-22-billion-/,Mostly False,say president ' spend 2 2 billion away obamaphone ',0
"Eighty-five percent of Floridians who will benefit from expanding Medicaid are ""single, childless adults.""",Will Weatherford,/web/20180119173327/http://www.politifact.com/florida/statements/2013/mar/15/will-weatherford/weatherford-says-85-percent-people-covered-medicai/,Mostly False,eighty percent floridian benefit expand medicaid single childless adult ,0
"The fiscal cliff agreement was ""the largest tax increase in history.""",Paul Ryan,/web/20180119173327/http://www.politifact.com/wisconsin/statements/2013/mar/15/paul-ryan/largest-tax-hike-ever-fiscal-cliff-deal-paul-ryan-/,False,fiscal cliff agreement large tax increase history ,0
Cobb is one of the largest school systems (in the nation) that is debt free.,JoEllen Smith,/web/20180119173327/http://www.politifact.com/georgia/statements/2013/mar/15/joellen-smith/cobb-e-splost-advocates-use-no-debt-argument/,True,cobb large school system nation debt free,1
"""Super Bowl L by everybody's estimation is a $500 million economic impact to the state of Florida.""",Ron Book,/web/20180119173327/http://www.politifact.com/florida/statements/2013/mar/14/ron-book/dolphins-lobbyist-says-super-bowl-50-everybodys-es/,False, super bowl l everybody s estimation 500 million economic impact state florida ,0
"""There are 3.6 million jobs sitting vacant, in part because there aren’t enough qualified applicants to fill them.""",Virginia Foxx,/web/20180119173327/http://www.politifact.com/truth-o-meter/statements/2013/mar/14/virginia-foxx/rep-virginia-foxx-warns-mismatch-between-skills-av/,Mostly True, 3 6 million job sit vacant qualified applicant fill ,1
"Ohio Republicans made significant gains during [Chris McNulty’s] time at the ORP, including the extremely successful re-election of President Bush in Ohio.""",Bob Bennett,/web/20180119173327/http://www.politifact.com/ohio/statements/2013/mar/13/bob-bennett/ohio-gop-chairman-bob-bennett-says-party-enjoyed-i/,Mostly True,ohio republicans significant gain chris mcnulty time orp include extremely successful election president bush ohio ,1
"""More than 64 percent of minimum-wage earners are women.""",Nancy  Pelosi,/web/20180119173327/http://www.politifact.com/truth-o-meter/statements/2013/mar/13/nancy-pelosi/nancy-pelosi-says-64-percent-minimum-wage-earners-/,True, 64 percent minimum wage earner woman ,1
"""The majority of my contributions have been from private individuals"" giving $125 on average, ""not from PACs, not from groups.""",Ed  Fallone,/web/20180119173327/http://www.politifact.com/wisconsin/statements/2013/mar/13/ed-fallone/ed-fallone-says-majority-his-contributions-supreme/,Mostly True, majority contribution private individual give 125 average pac group ,1
Georgia has the most lax gun laws in the nation.,Donzella James,/web/20180119173327/http://www.politifact.com/georgia/statements/2013/mar/13/donzella-james/gun-law-claim-goes-awry/,False,georgia lax gun law nation,0
"""When (John) Brennan ... was asked directly … ‘Is there any geographic limitation to your drone strike program?’ Brennan responded and said, ‘no, there is no limitation.’""",Rand Paul,/web/20180119173327/http://www.politifact.com/truth-o-meter/statements/2013/mar/12/rand-paul/rand-paul-says-cia-director-john-brennan-claimed-n/,True, john brennan ask directly … ' geographic limitation drone strike program ' brennan respond say ' limitation ',1
"Says Jennifer Horn, chairwoman of the N.H. Republican Party, owes $92,000 in back taxes.",New Hampshire Democratic Party,/web/20180119173338/http://www.politifact.com/new-hampshire/statements/2013/mar/12/new-hampshire-democratic-party/nh-gop-chairman-horn-under-fire-unpaid-taxes/,Mostly True,say jennifer horn chairwoman n h republican party owe 92 000 taxis,1
"""Over the last 20 years, the world has changed. It used to be that one could make a career out of working for one company. Today, the average worker stays at his or her job for barely four years.""",Eric Cantor,/web/20180119173338/http://www.politifact.com/virginia/statements/2013/mar/12/eric-cantor/cantor-says-job-longevity-has-decreased-during-las/,Mostly False, 20 year world change career work company today average worker stay job barely year ,0
"""More than 80 percent of Americans believe we need to have universal background checks.""",Nan Orrock,/web/20180119173338/http://www.politifact.com/georgia/statements/2013/mar/12/nan-orrock/lawmaker-uses-polls-make-case-against-georgia-gun-/,True, 80 percent americans believe need universal background check ,1
"Says, ""I-205, six miles of which runs through my district, already carries more traffic than I-5.""",Jackie Dingfelder,/web/20180119173338/http://www.politifact.com/oregon/statements/2013/mar/12/jackie-dingfelder/does-interstate-205-carry-more-traffic-interstate-/,True,say 205 mile run district carry traffic 5 ,1
"""We have no regulation of drones in the United States in their commercial use.""",Dianne Feinstein,/web/20180119173338/http://www.politifact.com/truth-o-meter/statements/2013/mar/11/dianne-feinstein/regulation-commercial-drones/,False, regulation drone united states commercial use ,0
"Says 100,000 are on waiting list to attend Texas charter schools.",Dan Patrick,/web/20180119173338/http://www.politifact.com/texas/statements/2013/mar/11/dan-patrick/dan-patrick-says-100000-are-waiting-list-attend-te/,Mostly True,say 100 000 waiting list attend texas charter school,1
"The Georgia Senate ethics resolution ""doesn't define cap.""",David Ralston,/web/20180119173338/http://www.politifact.com/georgia/statements/2013/mar/11/david-ralston/georgia-ethics-resolution-lacks-key-detail-house-s/,Mostly True,georgia senate ethics resolution doesn t define cap ,1
"""There have been literally hundreds of new tax preferences and loopholes added to the code since 1986, last time we did this.""",Rob Portman,/web/20180119173338/http://www.politifact.com/ohio/statements/2013/mar/11/rob-portman/sen-rob-portman-says-hundreds-tax-preferences-and-/,True, literally hundred new tax preference loophole add code 1986 time ,1
"A proposed ban on hollow-point bullets and bullets that expand upon impact ""essentially bans deer hunting.""",Vicki McKenna,/web/20180119173338/http://www.politifact.com/wisconsin/statements/2013/mar/10/vicki-mckenna/talk-show-host-vicki-mckenna-proposed-rules-bullet/,Mostly True,propose ban hollow point bullet bullet expand impact essentially ban deer hunting ,1
"""Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again.""",Barbara Buono,/web/20180119173338/http://www.politifact.com/new-jersey/statements/2013/mar/10/barbara-buono/barbara-buono-claims-chris-christie-still-supports/,Mostly False, governor christie idea jumpstart economy propose trickle income tax cut year budget address year state support ,0
"Says ""Kurt Schrader supports Obama’s sequester … but won’t cut $1.6 million to fund new video games.""",National Republican Congressional Committee,/web/20180119173338/http://www.politifact.com/oregon/statements/2013/mar/10/national-republican-congressional-committee/kurt-schrader-supports-85-billion-sequester-wont-c/,Pants on Fire!,say kurt schrader support obama sequester … will cut 1 6 million fund new video game ,0
"""In 32 other states and Washington D.C., they [voters] can avoid the wait by voting before Election Day.""",Christopher Blazejewski,/web/20180119173338/http://www.politifact.com/rhode-island/statements/2013/mar/10/christopher-blazejewski/rhode-island-state-rep-christopher-r-blazejewski-s/,True, 32 state washington d c voter avoid wait vote election day ,1
"Florida is ""second in the nation in the uninsured.""",Christopher L. Smith,/web/20180119173338/http://www.politifact.com/florida/statements/2013/mar/08/christopher-l-smith/chris-smith-says-florida-no-2-uninsured/,Mostly True,florida second nation uninsured ,1
"Says Jeb Bush ""flip-flop-flip(ped) on immigration.""",Debbie Wasserman Schultz,/web/20180119173338/http://www.politifact.com/truth-o-meter/statements/2013/mar/08/debbie-wasserman-schultz/jeb-bush-flip-flop-immigration-pathway-citizenship/,True,say jeb bush flip flop flip pe immigration ,1
"""In Wisconsin, only half of all the adults with serious psychological distress received mental health treatment or medication.""",Scott Walker,/web/20180119173338/http://www.politifact.com/wisconsin/statements/2013/mar/08/scott-walker/wake-mass-shootings-scott-walker-says-half-wiscons/,Mostly True, wisconsin half adult psychological distress receive mental health treatment medication ,1
"""The president is advocating a drone strike program in America.""",Rand Paul,/web/20180119173338/http://www.politifact.com/truth-o-meter/statements/2013/mar/07/rand-paul/sen-rand-paul-says-obama-advocating-drone-strike-p/,False, president advocate drone strike program america ,0
"""For the first time in eight years, our budget also increases funding for persons with disabilities by $36 million to help more disabled people receive community-based services.""",Rick Scott,/web/20180119173341/http://www.politifact.com/florida/statements/2013/mar/07/rick-scott/rick-scott-says-36-million-disability-waiting-list/,Mostly True, time year budget increase funding person disability 36 million help disabled people receive community base service ,1
"""We have over 300,000,000 weapons, firearms in this country. That’s almost as big as the population.""",James Florio,/web/20180119173341/http://www.politifact.com/new-jersey/statements/2013/mar/07/james-florio/jim-florio-claims-number-guns-us-almost-big-popula/,True, 300 000 000 weapon firearm country big population ,1
"""Rhode Island could tell you who has a camper, but we couldn't figure out who has a gun.""",Linda Finn,/web/20180119173341/http://www.politifact.com/rhode-island/statements/2013/mar/07/linda-finn/state-rep-linda-finn-says-rhode-island-keeps-regis/,Mostly True, rhode island tell camper couldn t figure gun ,1
"Of $60 billion Congress approved in response to Hurricane Sandy, ""only 10 percent was for disaster relief.""",Al Cardenas,/web/20180119173341/http://www.politifact.com/truth-o-meter/statements/2013/mar/06/al-cardenas/al-cardenas-says-60b-congress-approved-after-hurri/,False, 60 billion congress approve response hurricane sandy 10 percent disaster relief ,0
"Says if Oregon had limited its budget growth to the rate of population growth plus the rate of inflation, the state’s all-funds budget would be about $27 billion today, not $60 billion.",Doug Whitsett,/web/20180119173341/http://www.politifact.com/oregon/statements/2013/mar/06/doug-whitsett/would-oregons-budget-be-dramatically-smaller-if-pe/,Mostly True,say oregon limit budget growth rate population growth plus rate inflation state fund budget 27 billion today 60 billion,1
Says Texas has the most uninsured people of any state -- 6 million.,Garnet Coleman,/web/20180119173341/http://www.politifact.com/texas/statements/2013/mar/06/garnet-coleman/garnet-coleman-says-texas-has-highest-number-unins/,Mostly False,say texas uninsured people state 6 million,0
The United States gives $8 million a day to Israel and gives that country a blank check.,Council for the National Interest,/web/20180119173341/http://www.politifact.com/georgia/statements/2013/mar/06/council-national-interest/billboards-question-aid-israel/,Mostly True,united states give 8 million day israel give country blank check,1
"A ""legacy of taxing and borrowing … crippled the economy we inherited two years ago.""",Rick Scott,/web/20180119173341/http://www.politifact.com/florida/statements/2013/mar/05/rick-scott/rick-scott-blames-legacy-taxing-and-borrowing-poor/,False, legacy tax borrowing … cripple economy inherit year ago ,0
Says Gov. Rick Scott cut more government jobs than were created in the private sector in Florida in 2012.,Florida Democratic Party,/web/20180119173341/http://www.politifact.com/florida/statements/2013/mar/05/florida-democratic-party/florida-democrats-say-rick-scott-cut-more-jobs-cre/,Pants on Fire!,say gov rick scott cut government job create private sector florida 2012,0
"Says Rick Scott called education not a ""core function"" of the state.",Florida Democratic Party,/web/20180119173341/http://www.politifact.com/florida/statements/2013/mar/05/florida-democratic-party/florida-democrats-say-rick-scott-says-education-no/,False,say rick scott call education core function state,0
"""In Atlanta, since 1994 when the ‘Seven Deadly Sins’ (mandatory minimum sentences) took effect, the violent crime rate has dropped 62 percent.""",Paul  Howard,/web/20180119173341/http://www.politifact.com/georgia/statements/2013/mar/05/paul-howard/numbers-right-about-sentencing-cause-elusive/,Mostly True, atlanta 1994 ' seven deadly sin ' mandatory minimum sentence take effect violent crime rate drop 62 percent ,1
"""There's no plan from Senate Democrats or the White House to replace the sequester.""",John Boehner,/web/20180119173341/http://www.politifact.com/truth-o-meter/statements/2013/mar/04/john-boehner/house-speaker-john-boehner-says-obama-democrats-ha/,Pants on Fire!, s plan senate democrats white house replace sequester ,0
"Two-thirds of Wisconsinites receiving unemployment checks ""are not required to search for work due to current work search exemptions.""",Scott Walker,/web/20180119173341/http://www.politifact.com/wisconsin/statements/2013/mar/04/scott-walker/two-thirds-collecting-unemployment-dont-have-look-/,Mostly True,third wisconsinite receive unemployment check require search work current work search exemption ,1
"Under Gov. Scott Walker’s public-school budgets, ""a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school.""",Sondy Pope,/web/20180119173341/http://www.politifact.com/wisconsin/statements/2013/mar/03/sondy-pope/rep-sondy-pope-says-increases-education-funding-wo/,False,gov scott walker public school budget student enter kindergarten enjoy state investment education come graduate high school ,0
"""Since January 2010, New Jersey has added 103,000 new private sector jobs. The last two years -- 2011 and 2012 -- have been the best two years of private sector job growth since 1999.""",Chris Christie,/web/20180119173343/http://www.politifact.com/new-jersey/statements/2013/mar/03/chris-christie/chris-christie-says-private-sector-jobs-growing-ne/,Mostly True, january 2010 new jersey add 103 000 new private sector job year 2011 2012 good year private sector job growth 1999 ,1
"""There's a tax credit of $2,400 to bond [former inmates] that an employer would get for hiring a convicted felon. There's a federal bonding program -- you can get $5,000 to $25,000 in federal money to hire a convicted felon. And there's federal grants for felons to set up their own small businesses.""",Carolyn Medeiros,/web/20180119173343/http://www.politifact.com/rhode-island/statements/2013/mar/03/carolyn-medeiros/leader-alliance-safe-communities-says-employers-ca/,Mostly False, s tax credit 2 400 bond inmate employer hire convict felon s federal bonding program 5 000 25 000 federal money hire convict felon s federal grant felon set small business ,0
Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.,Barack Obama,/web/20180119173343/http://www.politifact.com/truth-o-meter/statements/2013/mar/01/barack-obama/barack-obama-says-majority-american-people-agree-m/,Mostly True,say majority americans republicans support approach deficit reduction,1
"Due to the sequester, ""people are going to be unsafe. Homes are going to burn.""",Ami Bera,/web/20180119173343/http://www.politifact.com/truth-o-meter/statements/2013/mar/01/ami-bera/rep-ami-bera-says-due-sequester-people-are-going-b/,Mostly False,sequester people go unsafe home go burn ,0
"Virginia is ""the only state"" that has a tradition of attorneys general resigning if they run for governor.",Ken Cuccinelli,/web/20180119173343/http://www.politifact.com/virginia/statements/2013/mar/01/ken-cuccinelli/cuccinelli-says-virginia-only-state-where-attorney/,True,virginia state tradition attorney general resign run governor,1
"""There are literally teachers now who are getting pink slips"" because of sequestration.",Arne Duncan,/web/20180119173343/http://www.politifact.com/truth-o-meter/statements/2013/mar/01/arne-duncan/arne-duncan-says-teachers-are-losing-jobs-because-/,Mostly False, literally teacher get pink slip sequestration,0
"Says the ""last non-partisan commission to improve the voting experience in America concluded that #VoterID was necessary.""",Greg Abbott,/web/20180119173343/http://www.politifact.com/texas/statements/2013/mar/01/greg-abbott/greg-abbott-says-last-non-partisan-body-election-r/,True,say non partisan commission improve voting experience america conclude voterid necessary ,1
"""Of the 18 stadiums built from 2004 to 2013, 47 percent of the total cost came from public sources.""",Duriya Farooqui,/web/20180119173343/http://www.politifact.com/georgia/statements/2013/mar/01/duriya-farooqui/atlanta-official-seeks-touchdown-stadium-claim/,Mostly True, 18 stadium build 2004 2013 47 percent total cost come public source ,1
"In annual surveys of Rhode Island communities that receive Drug Free community grants, many report that more than 50 percent of youth surveyed do not think daily marijuana use poses any serious risk of harm.",Nancy Denuccio,/web/20180119173343/http://www.politifact.com/rhode-island/statements/2013/mar/01/nancy-devaney/chairwoman-ocean-state-prevention-alliance-says-ma/,Mostly True,annual survey rhode island community receive drug free community grant report 50 percent youth survey think daily marijuana use pose risk harm,1
"Says the federal government is earning more tax revenue now ""than any other time.""",Kevin McCarthy,/web/20180119173343/http://www.politifact.com/truth-o-meter/statements/2013/feb/28/kevin-mccarthy/rep-kevin-mccarthy-says-federal-government-has-mor/,Mostly False,say federal government earn tax revenue time ,0
"""Property taxes had increased 70 percent in the previous 10 years.""",Chris Christie,/web/20180119173343/http://www.politifact.com/new-jersey/statements/2013/feb/28/chris-christie/chris-christie-repeats-claim-about-70-percent-hike/,Mostly True, property taxis increase 70 percent previous 10 year ,1
"""About two-thirds of all consumption is services. . . It was just the opposite"" when the sales tax was enacted in the '30s.",Joseph Testa,/web/20180119173343/http://www.politifact.com/ohio/statements/2013/feb/27/joseph-testa/ohio-tax-commissioner-joseph-testa-says-consumptio/,Mostly True, third consumption service opposite sale tax enact 30,1
"""There's going to be a slowdown and delays in flights"" as a result of the sequester.",Raymond LaHood,/web/20180119173343/http://www.politifact.com/truth-o-meter/statements/2013/feb/27/raymond-lahood/ray-lahood-sequestration-will-delay-air-travel/,Mostly True, s go slowdown delay flight result sequester,1
"Says ""Did you know that the #KeystoneXL project is expected to create 20,000 American jobs, including more than 800 in Oregon?""",Greg Walden,/web/20180119173343/http://www.politifact.com/oregon/statements/2013/feb/27/greg-walden/rep-greg-walden-says-keystone-xl-pipeline-would-cr/,Mostly False,say know keystonexl project expect create 20 000 american job include 800 oregon ,0
"Comic strip says government study shows Head Start ""has little or no impact on the children it’s supposed to help.""",Mallard Fillmore,/web/20180119173343/http://www.politifact.com/texas/statements/2013/feb/26/mallard-fillmore/mallard-fillmore-says-government-study-shows-head-/,Mostly True,comic strip say government study show head start little impact child suppose help ,1
"""This is a test of the fact-checking widget.""",My City Bikes,/web/20180119173343/http://www.politifact.com/oregon/statements/2013/feb/26/my-city-bikes/yes-really-test/,False, test fact check widget ,0
"""When I ran against incumbent President Gerald Ford, you know how much money we raised? None.""",Jimmy Carter,/web/20180119173343/http://www.politifact.com/truth-o-meter/statements/2013/feb/26/jimmy-carter/jimmy-carter-says-when-he-ran-against-gerald-ford-/,Mostly True, run incumbent president gerald ford know money raise ,1
Felony crimes in the city of Atlanta are the lowest they have been since 1969.,Kasim Reed,/web/20180119173343/http://www.politifact.com/georgia/statements/2013/feb/26/kasim-reed/mayor-says-felonies-atlanta-lowest-decades/,True,felony crime city atlanta low 1969,1
"Says that except for foreign policy, Ron Paul’s voting record and his voting record are virtually identical.",Paul Broun,/web/20180119173346/http://www.politifact.com/georgia/statements/2013/feb/25/paul-broun/broun-claims-parallel-ron-pauls-voting-record/,True,say foreign policy ron paul voting record voting record virtually identical,1
"""You can't bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of what's going on,"" but ""you can bring a gun up there.""",Peter Barca,/web/20180119173346/http://www.politifact.com/wisconsin/statements/2013/feb/24/peter-barca/wisconsin-assembly-allows-audience-bring-guns-not-/,Mostly True, t bring ipad piece paper pencil wisconsin assembly gallery note s go bring gun ,1
"""New Jersey has lost over half of our pharmaceutical jobs to states you know, not low-tax states like in the South, but high-tax states like New York.""",Barbara Buono,/web/20180119173346/http://www.politifact.com/new-jersey/statements/2013/feb/24/barbara-buono/barbara-buono-claims-new-jersey-has-lost-half-its-/,Mostly True, new jersey lose half pharmaceutical job state know low tax state like south high tax state like new york ,1
"Of six Rhode Island tax-credit programs worth about $35 million, ""three companies got 90 percent of that -- CVS and two companies not even located in the state of Rhode Island.""",Gary Sasse,/web/20180119173346/http://www.politifact.com/rhode-island/statements/2013/feb/24/gary-sasse/gary-sasse-says-90-percent-35-million-tax-credits-/,True,rhode island tax credit program worth 35 million company get 90 percent cvs company locate state rhode island ,1
Knopp says he upheld a campaign promise not to join the Public Employees Retirement System (PERS).,Tim Knopp,/web/20180119173346/http://www.politifact.com/oregon/statements/2013/feb/23/tim-knopp/did-tim-knopp-honor-his-pledge-eschew-pers/,Mostly True,knopp say uphold campaign promise join public employee retirement system per ,1
"If the sequester hits, federal prosecutors will have to ""let criminals go.""",Barack Obama,/web/20180119173346/http://www.politifact.com/truth-o-meter/statements/2013/feb/22/barack-obama/barack-obama-says-sequester-could-force-prosecutor/,Mostly False,sequester hit federal prosecutor let criminal ,0
"""Kewpie burgers are delicious. An Ohio institution. And they'll cost less thanks to John Kasich's tax cut.""",Ohio Republican Party,/web/20180119173346/http://www.politifact.com/ohio/statements/2013/feb/22/ohio-republican-party/ohio-republican-party-says-kewpee-burgers-would-be/,Mostly True, kewpie burger delicious ohio institution ll cost thank john kasich s tax cut ,1
"""In other jurisdictions where (a domestic partnership registry) has been enacted, we have seen that fewer people enter into marriage.""",Florida Conference of Catholic Bishops,/web/20180119173346/http://www.politifact.com/florida/statements/2013/feb/22/florida-conference-catholic-bishops/do-places-domestic-partnerships-have-fewer-marriag/,Mostly False, jurisdiction domestic partnership registry enact see few people enter marriage ,0
"""The National Science Foundation spent $1.2 million paying seniors to play World of Warcraft to study the impact it had on their brain.""",Eric Cantor,/web/20180119173346/http://www.politifact.com/virginia/statements/2013/feb/22/eric-cantor/cantor-says-us-paid-seniors-12-million-play-world-/,Pants on Fire!, national science foundation spend 1 2 million pay senior play world warcraft study impact brain ,0
"""More than 9,000 Rhode Island voters used the Moderate Party master lever mechanism and they didn't have a single Moderate on their ballot.""",Kenneth Block,/web/20180119173346/http://www.politifact.com/rhode-island/statements/2013/feb/22/kenneth-block/block-says-moderate-party-has-lots-votes/,Mostly True, 9 000 rhode island voter moderate party master lever mechanism didn t single moderate ballot ,1
"Without a Medicaid expansion, 275,000 more Ohioans could be getting their primary care in emergency rooms, costing ""everybody a lot of money.""",John Kasich,/web/20180119173346/http://www.politifact.com/ohio/statements/2013/feb/21/john-kasich/gov-john-kasich-says-expanding-medicaid-would-help/,Mostly True,medicaid expansion 275 000 ohioan get primary care emergency room cost everybody lot money ,1
"The sequester ""won’t consider whether we’re cutting some bloated program that has outlived its usefulness, or a vital service that Americans depend on every single day. It doesn’t make those distinctions.""",Barack Obama,/web/20180119173346/http://www.politifact.com/truth-o-meter/statements/2013/feb/21/barack-obama/barack-obama-says-sequestration-cuts-will-be-indis/,Mostly True,sequester will consider cut bloated program outlive usefulness vital service americans depend single day distinction ,1
Says Travis County's unemployment rate is below the national average while its poverty rate exceeds the national average--and local poverty is rising.,Sarah Eckhardt,/web/20180119173346/http://www.politifact.com/texas/statements/2013/feb/21/sarah-eckhardt/sarah-eckhardt-says-unemployment-travis-county-low/,Mostly True,say travis county s unemployment rate national average poverty rate exceed national average local poverty rise,1
"""There’s more murders with hammers last year than...shotguns and pistols and AK-47s.""",Bill Jackson,/web/20180119173346/http://www.politifact.com/georgia/statements/2013/feb/21/bill-jackson/gun-claim-goes-awry/,Pants on Fire!, murder hammer year shotgun pistol ak 47 ,0
"Says, ""when this governor came to office, he had (an) 11 billion dollar  - I call it mismanagement – deficit.""",Jon Bramnick,/web/20180119173346/http://www.politifact.com/new-jersey/statements/2013/feb/21/jon-bramnick/jon-bramnick-says-chris-christie-had-11-billion-de/,Mostly True,say governor come office 11 billion dollar   mismanagement – deficit ,1
